source_record_id,survey_id,site_name,kci_id,site_owner,custodian,region,max_site_capacity_ac,gen_info_unit_id,unit_name,technology_type,technology_detail,gas_turbine_fuel_type,duid,dispatch_type,unit_count,unit_capacity_mw_dc,unit_capacity_mw_ac,aggregated_nameplate_capacity_mw_dc,aggregated_nameplate_capacity_mw_ac,agg_nameplate_storage_capacity_mwh,commitment_status,full_commercial_use_date,expected_closure_year,closure_date,survey_last_requested_date,survey_latest_update_date,scheduled_capacity_mw_winter_2026,scheduled_capacity_mw_summer_typical_2026_27,scheduled_capacity_mw_summer_peak_2026_27,scheduled_capacity_mw_winter_2027,scheduled_capacity_mw_summer_typical_2027_28,scheduled_capacity_mw_summer_peak_2027_28,scheduled_capacity_mw_winter_2028,scheduled_capacity_mw_summer_typical_2028_29,scheduled_capacity_mw_summer_peak_2028_29,scheduled_capacity_mw_winter_2029,scheduled_capacity_mw_summer_typical_2029_30,scheduled_capacity_mw_summer_peak_2029_30,scheduled_capacity_mw_winter_2030,scheduled_capacity_mw_summer_typical_2030_31,scheduled_capacity_mw_summer_peak_2030_31,scheduled_capacity_mw_winter_2031,scheduled_capacity_mw_summer_typical_2031_32,scheduled_capacity_mw_summer_peak_2031_32,scheduled_capacity_mw_winter_2032,scheduled_capacity_mw_summer_typical_2032_33,scheduled_capacity_mw_summer_peak_2032_33,scheduled_capacity_mw_winter_2033,scheduled_capacity_mw_summer_typical_2033_34,scheduled_capacity_mw_summer_peak_2033_34,scheduled_capacity_mw_winter_2034,scheduled_capacity_mw_summer_typical_2034_35,scheduled_capacity_mw_summer_peak_2034_35,scheduled_capacity_mw_winter_2035,scheduled_capacity_mw_summer_typical_2035_36,scheduled_capacity_mw_summer_peak_2035_36,scheduled_storage_capacity_mwh_winter_2026,scheduled_storage_capacity_mwh_summer_2026_27,scheduled_storage_capacity_mwh_winter_2027,scheduled_storage_capacity_mwh_summer_2027_28,scheduled_storage_capacity_mwh_winter_2028,scheduled_storage_capacity_mwh_summer_2028_29,scheduled_storage_capacity_mwh_winter_2029,scheduled_storage_capacity_mwh_summer_2029_30,scheduled_storage_capacity_mwh_winter_2030,scheduled_storage_capacity_mwh_summer_2030_31,scheduled_storage_capacity_mwh_winter_2031,scheduled_storage_capacity_mwh_summer_2031_32,scheduled_storage_capacity_mwh_winter_2032,scheduled_storage_capacity_mwh_summer_2032_33,scheduled_storage_capacity_mwh_winter_2033,scheduled_storage_capacity_mwh_summer_2033_34,scheduled_storage_capacity_mwh_winter_2034,scheduled_storage_capacity_mwh_summer_2034_35,scheduled_storage_capacity_mwh_winter_2035,scheduled_storage_capacity_mwh_summer_2035_36,column_77,column_78,column_79,column_80,column_81,column_82,column_83,column_84,column_85,column_86,column_87,column_88,column_89,column_90,column_91,column_92,column_93,column_94,column_95,column_96,column_97,column_98,column_99,column_100,column_101,column_102,column_103,column_104,column_105,column_106,column_107,column_108,column_109,column_110,column_111,column_112,column_113,column_114,column_115,column_116,column_117,column_118,column_119,column_120,column_121,column_122,column_123,column_124,column_125,column_126,column_127,column_128,column_129,column_130,column_131,column_132,column_133,column_134,column_135,column_136,column_137,column_138,column_139,column_140,column_141,column_142,column_143,column_144,column_145,column_146,column_147,column_148,column_149,column_150,column_151,column_152,column_153,column_154,column_155,column_156,column_157,column_158,column_159,column_160,column_161,column_162,column_163,column_164,column_165
100802|1008|Banimboola:3|BAPS|Hydro|Dam,1008,Banimboola,,AGL Hydro Partnership,SOUTHHYD,VIC1,12.2,100802,Banimboola:3,Hydro,Dam,,BAPS,Non-scheduled,1,,2.2,,2.2,,In Service,,2057,,46091,46105.555925925924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257801|2578|BSF_GU1||Solar PV|Single Axis Tracking,2578,Banksia Solar Farm,,Venn Energy Pty / Banksia Solar Project Pty Ltd,vennenergy_nr,QLD1,60,257801,BSF_GU1,Solar PV,Single Axis Tracking,,,Semi-scheduled,16,4.5,4.4,72,70.4,,Committed*,46737,2057,,46361,46161.603854166664,0,0,0,0,60,58.8,60,60,58.8,60,60,58.8,60,60,58.8,60,60,58.8,60,60,58.8,60,60,58.8,60,60,58.8,60,60,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263601|2636|BBS_GU1||Battery Storage|Lithium-ion,2636,Bannaby BESS,N00144,BW ESS Australia Pty Ltd,bw-ess_nr,NSW1,700,263601,BBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,1,,700,,700,,Publicly Announced,,,,46361,46062.589421296296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149201|1492|Bannerton Solar Park|BANN1|Solar PV|Single Axis Tracking,1492,Bannerton Solar Park,,Foresight Solar Australia Pty Ltd,foresightgroupau_NR,VIC1,100,149201,Bannerton Solar Park,Solar PV,Single Axis Tracking,,BANN1,Semi-scheduled,40,2.75,2.5,110,100,,In Service,,2049,,46091,46097.526921296296,88,84,84,88,84,84,88,84,84,88,84,84,88,84,84,88,84,84,88,84,84,88,84,84,88,84,84,88,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232601|2326|BEER_GU1||Battery Storage|Lithium-ion,2326,Baranduda Electrical Energy Reserve,V00083, Birdwood Energy Reserve Pty Ltd (ACN 658 507 441) as Trustee for Birdwood Energy Reserve Trust,birdwoodenergy_NR,VIC1,400,232601,BEER_GU1,Battery Storage,Lithium-ion,,,Scheduled,124,4.39,4.39,544.36,544.36,1886.04,Anticipated,47024,2058,,46361,46176.44478009259,0,0,0,0,0,0,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,0,0,0,0,,1818.61,1796.36,1774.1,1754.93,1735.75,1659.29,1637.51,1615.73,1593.425,1571.12,1552.54,1533.96,1516.46,1498.96,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101001|1010|Barcaldine Power Station:1|BARCALDN|Gas Turbine|OCGT,1010,Barcaldine Power Station,,Ergon Energy Queensland Pty Ltd,EQ_NR,QLD1,37,101001,Barcaldine Power Station:1,Gas Turbine,OCGT,Natural Gas,BARCALDN,Scheduled,1,,37,,37,,In Service,,2035,,46091,46111.53236111111,37,36,32,37,36,32,37,36,32,37,36,32,37,36,32,37,36,32,37,36,32,37,36,32,37,36,32,37,36,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138901|1389|Barcaldine Remote Community Solar Farm:1|BARCSF1|Solar PV|Single Axis Tracking,1389,Barcaldine Remote Community Solar Farm,,Barcaldine Remote Community Solar Farm Pty Ltd,foresightgroupau_NR,QLD1,20,138901,Barcaldine Remote Community Solar Farm:1,Solar PV,Single Axis Tracking,,BARCSF1,Non-scheduled,10,2.5,2,25,20,,In Service,,2049,,46091,46114.57193287037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316201|3162|BWA01||Other|Other,3162,Barnawartha North Peaking Generation Facility,,BARNAWARTHA NORTH ENERGY PTY LTD,barnawartha_NR,VIC1,7.8,316201,BWA01,Other,Other,,,Non-scheduled,4,,2.05,,8.2,,Publicly Announced,46660,2052,,46361,46160.662465277775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289701|2897|BarnBESS||Battery Storage|Lithium-ion,2897,Barnawartha Solar and Energy Storage,,Barnawartha Solar Pty Ltd,wirsol_NR,VIC1,64,289701,BarnBESS,Battery Storage,Lithium-ion,,,Scheduled,22,,2.91,,64.02,6.38,Publicly Announced,,,,46361,46044.6384837963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289702|2897|BarnSola||Solar PV|Single Axis Tracking,2897,Barnawartha Solar and Energy Storage,,Barnawartha Solar Pty Ltd,wirsol_NR,VIC1,64,289702,BarnSola,Solar PV,Single Axis Tracking,,,Semi-scheduled,22,,2.91,,64.02,,Publicly Announced,,,,46361,46044.6384837963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101201|1012|Barron Gorge:1|BARRON-1|Hydro|Run of River,1012,Barron Gorge,,CleanCo Queensland Limited,CLEANCO,QLD1,66,101201,Barron Gorge:1,Hydro,Run of River,,BARRON-1,Scheduled,1,,35,,35,,In Service,,2063,,46091,46108.512650462966,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101202|1012|Barron Gorge:2|BARRON-2|Hydro|Run of River,1012,Barron Gorge,,CleanCo Queensland Limited,CLEANCO,QLD1,66,101202,Barron Gorge:2,Hydro,Run of River,,BARRON-2,Scheduled,1,,35,,35,,In Service,,2063,,46091,46108.512650462966,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246701|2467|BARW_SF||Solar PV|Single Axis Tracking,2467,Barwon Solar Farm and BESS,V00172,Elgin Energy Pty Ltd,glas-service_nr,VIC1,250,246701,BARW_SF,Solar PV,Single Axis Tracking,,,Semi-scheduled,1,,250,,250,,Publicly Announced,47088,2060,,46361,46161.67375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246702|2467|BARW_BESS||Battery Storage|Lithium-ion,2467,Barwon Solar Farm and BESS,V00172,Elgin Energy Pty Ltd,glas-service_nr,VIC1,250,246702,BARW_BESS,Battery Storage,Lithium-ion,,,Scheduled,1,,250,,250,1000,Publicly Announced,47088,2060,,46361,46161.67375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287101|2871|CBBS_GU1||Battery Storage|Lithium-ion,2871,Bawurra BESS,Q00176,StorEnergy 1 Pty Ltd,storenergy_nr,QLD1,550,287101,CBBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,184,2.99,2.99,550.16,550.16,1703.84,Publicly Announced,47149,2057,,46361,46154.342997685184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101401|1014|Bayswater:1|BW01|Coal|Black Coal,1014,Bayswater,,AGL Macquarie Pty Limited,MACQGEN,NSW1,2800,101401,Bayswater:1,Coal,Black Coal,,BW01,Scheduled,1,,660,,660,,In Service,,2033,,46361,46168.647523148145,660,660,630,660,660,630,660,660,630,660,660,630,660,660,630,660,660,630,660,660,630,660,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101402|1014|Bayswater:2|BW02|Coal|Black Coal,1014,Bayswater,,AGL Macquarie Pty Limited,MACQGEN,NSW1,2800,101402,Bayswater:2,Coal,Black Coal,,BW02,Scheduled,1,,685,,685,,In Service,,2033,,46361,46168.647523148145,685,685,655,685,685,655,685,685,655,685,685,655,685,685,655,685,685,655,685,685,655,685,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101403|1014|Bayswater:3|BW03|Coal|Black Coal,1014,Bayswater,,AGL Macquarie Pty Limited,MACQGEN,NSW1,2800,101403,Bayswater:3,Coal,Black Coal,,BW03,Scheduled,1,,685,,685,,In Service,,2033,,46361,46168.647523148145,685,685,655,685,685,655,685,685,655,685,685,655,685,685,655,685,685,655,685,685,655,685,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101404|1014|Bayswater:4|BW04|Coal|Black Coal,1014,Bayswater,,AGL Macquarie Pty Limited,MACQGEN,NSW1,2800,101404,Bayswater:4,Coal,Black Coal,,BW04,Scheduled,1,,685,,685,,In Service,,2033,,46361,46168.647523148145,685,685,655,685,685,655,685,685,655,685,685,655,685,685,655,685,685,655,685,685,655,685,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272701|2727|BBBS_GU1||Battery Storage|Lithium-ion,2727,Beebo Battary - KCI,Q00148,BEEBO SOLAR FARM PTY LTD as Trustee For BEEBO SOLAR FARM UNIT TRUST,jinkopower_nr,QLD1,400,272701,BBBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,154,,3.8,,585.2,799.26,Publicly Announced,,,,46091,45830.296215277776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272601|2726|BBSF_GU1||Solar PV|Fixed,2726,Beebo Solar Farm - KCI,Q00148,BEEBO SOLAR FARM PTY LTD as Trustee For BEEBO SOLAR FARM UNIT TRUST,jinkopower_nr,QLD1,400,272601,BBSF_GU1,Solar PV,Fixed,,,Semi-scheduled,120,,4.4,,528,,Publicly Announced,,,,46091,45830.29467592593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315202|3152|BELBS_GU1||Battery Storage|Lithium-ion,3152,Belah BESS,Q00265,Eku Energy Projects (Australia) Pty Ltd as trustee for the Eku Energy Projects Australia Trust,ekuenergy_nr,QLD1,400,315202,BELBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,1024,,0.45,,460.8,1771.52,Publicly Announced,47391,2050,,46361,46167.47684027778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221001|2210|WWSF_BS1||Battery Storage|Lithium-ion,2210,Belhaven Renewable Project,N00078, Vena Energy Services (Australia) Pty Ltd,TBSOL,NSW1,408,221001,WWSF_BS1,Battery Storage,Lithium-ion,,,Scheduled,1,400,400,400,400,1600,Publicly Announced,47422,2050,,46091,46175.68305555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221002|2210|WWSF_GU1||Solar PV|Fixed,2210,Belhaven Renewable Project,N00078, Vena Energy Services (Australia) Pty Ltd,TBSOL,NSW1,408,221002,WWSF_GU1,Solar PV,Fixed,,,Semi-scheduled,49,,3.39,,166.11,,Publicly Announced,,,,46091,46175.68305555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158001|1580|BHB||Battery Storage|Lithium-ion,1580,Bellambi Heights Renewables Project,N00163,Vena Energy,TBSOL,NSW1,408,158001,BHB,Battery Storage,Lithium-ion,,,Scheduled,120,3.4,3.4,408,408,1140,Committed,46599,2047,,46361,46175.8774537037,0,0,0,204,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,0,0,560,1100,1085,1070,1058,1046,1036,1026,1015,1004,995,986,997,968,965,955,952,942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318001|3180|BBWF_GU1||Wind|Onshore,3180,Ben Bullen Wind Farm,,Alinta Energy,alinta_nr,NSW1,430,318001,BBWF_GU1,Wind,Onshore,,,Semi-scheduled,64,7.2,7.2,460.8,460.8,,Publicly Announced,48244,2067,,46091,46114.45542824074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318002|3180|BBWF_GU2||Battery Storage|Lithium-ion,3180,Ben Bullen Wind Farm,,Alinta Energy,alinta_nr,NSW1,430,318002,BBWF_GU2,Battery Storage,Lithium-ion,,,Scheduled,1,200,200,200,200,800,Publicly Announced,48244,2067,,46091,46114.45542824074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237201|2372|BHBS_GU1||Battery Storage|Lithium-ion,2372,Bendemeer Renewable Energy Hub - Solar And BESS,N00100,Athena Energy Australia (Holdings) Pty Ltd,metisenergy_nr,NSW1,200,237201,BHBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,1,,150,,150,300,Publicly Announced,,,,46361,46161.37880787037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237202|2372|BHSF_GU1||Solar PV|Single Axis Tracking,2372,Bendemeer Renewable Energy Hub - Solar And BESS,N00100,Athena Energy Australia (Holdings) Pty Ltd,metisenergy_nr,NSW1,200,237202,BHSF_GU1,Solar PV,Single Axis Tracking,,,Semi-scheduled,1,,200,,200,,Publicly Announced,,,,46361,46161.37880787037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237301|2373|BHWF_GU1||Wind|Onshore,2373,Bendemeer Renewable Energy Hub - Wind,N00100,Athena Energy Australia (Holdings) Pty Ltd,metisenergy_nr,NSW1,380,237301,BHWF_GU1,Wind,Onshore,,,Semi-scheduled,1,,380,,380,,Publicly Announced,,,,46091,46161.37851851852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317701|3177|Bendenine Wind Farm||Wind|Onshore,3177,Bendenine,,Wind Prospect PL,windprospect_NR,NSW1,720,317701,Bendenine Wind Farm,Wind,Onshore,,,Semi-scheduled,90,8,8,720,720,,Publicly Announced,47665,2070,,46091,46103.913449074076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317702|3177|Bendenine BESS||Battery Storage|Lithium-ion,3177,Bendenine,,Wind Prospect PL,windprospect_NR,NSW1,720,317702,Bendenine BESS,Battery Storage,Lithium-ion,,,Scheduled,120,4.6,4.6,552,552,2208,Publicly Announced,47665,2070,,46091,46103.913449074076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328601|3286|BGBESS||Battery Storage|Lithium-ion,3286,Bendigo BESS,,Pacific Blue,pacificblue_nr,VIC1,200,328601,BGBESS,Battery Storage,Lithium-ion,,,Scheduled,56,4.62,4.6,258.72,257.6,1030.4,Publicly Announced,47270,2050,,,46164.3434375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195601|1956|BCBESS||Battery Storage|Lithium-ion,1956,Bennetts Creek BESS,V00045,Bennetts Creek Energy Project Pty Ltd in its capacity as Trustee for the Bennetts Creek Energy Project Trust,flowpower_NR,VIC1,100,195601,BCBESS,Battery Storage,Lithium-ion,,,Scheduled,42,4.2,4.2,176.4,176.4,223.02,Committed,46842,2048,,46361,46174.405,0,0,0,0,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,100,223,220,218,215,212,209,206,203,201,199,197,195,192,190,188,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297301|2973|BB1||Battery Storage|Lithium-ion,2973,Beresfield BESS,,firmpower_NR,agl_nr,NSW1,170,297301,BB1,Battery Storage,Lithium-ion,,,Scheduled,94,1.93,1.93,181.42,181.42,361.9,Anticipated,46739,2048,,46361,46167.41217592593,0,0,0,0,0,0,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,0,0,0,0,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239301|2393|BBS_GU1||Battery Storage|Lithium-ion,2393,Berrybank BESS - Storage - KCI,V00087,Global Power Generation Australia Pty Ltd,globalpower-generation_NR,VIC1,300,239301,BBS_GU1,Battery Storage,Lithium-ion,,,Scheduled,1,360,300,360,300,600,Publicly Announced,47483,2050,,46091,46099.59357638889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101803|1018|Berrybank Wind Farm - Stage 1: Units 1-43|BRYB1WF1|Wind|Onshore,1018,Berrybank Wind Farm,,Berrbank Development Pty ltd,BERYBKWF,VIC1,281.1,101803,Berrybank Wind Farm - Stage 1: Units 1-43,Wind,Onshore,,BRYB1WF1,Semi-scheduled,43,,4.2,,180.6,,In Service,,2051,,46091,46098.57445601852,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,175.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101804|1018|U 1-26|BRYB2WF2|Wind|Onshore,1018,Berrybank Wind Farm,,Berrbank Development Pty ltd,BERYBKWF,VIC1,281.1,101804,U 1-26,Wind,Onshore,,BRYB2WF2,Semi-scheduled,26,,4.2,,109.2,,In Service,,2052,,46091,46098.57445601852,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244801|2448|Beryl_B||Battery Storage|Lithium-ion,2448,Beryl BESS,N00123,Ratch-Australia Corporation,TOORAWF,NSW1,100,244801,Beryl_B,Battery Storage,Lithium-ion,,,Scheduled,36,4.2,4.2,151.2,151.2,450,Publicly Announced,47117,2058,,46091,46161.408472222225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
